customer_id,name,age,gender,phone,location,signup_date,loyalty_tier
CUST0056,Vasatika Sami,47,Female,5880324673,Nellore,2025-11-21,Bronze
CUST0057,Indira Kale,32,Female,+910489889770,Bangalore,2026-04-04,Bronze
CUST0058,Yashasvi Seshadri,58,Female,04942833434,Chennai,2026-01-03,Silver
CUST0059,Lopa Yogi,44,Female,01357839046,Nellore,2024-11-19,Silver
CUST0060,Lipika Mohan,33,Female,3561479009,Hyderabad,2024-09-29,Bronze
CUST0061,Kevin Kale,60,Male,4527538611,Bangalore,2025-11-14,Bronze
CUST0062,Neha Goyal,19,Male,+918093442880,Nellore,2024-06-24,Platinum
CUST0063,Siddharth Kant,61,Male,3637528213,Nellore,2024-10-24,Bronze
CUST0064,Hritik Sachdeva,56,Female,+916488652425,Nellore,2025-08-14,Silver
CUST0065,Gauri Bath,60,Female,+912826571498,Hyderabad,2024-07-22,Bronze
CUST0066,Ladli Savant,45,Other,+919142165605,Nellore,2026-02-22,Silver
CUST0067,Samar Mangal,57,Male,+914646098883,Hyderabad,2025-10-09,Silver
CUST0068,Abha Khalsa,36,Female,2342981797,Chennai,2025-06-01,Gold
CUST0069,Yauvani Mann,57,Male,+914413826007,Hyderabad,2025-02-27,Silver
CUST0070,Leena Sidhu,53,Female,9187431427,Chennai,2024-06-20,Silver
CUST0071,Teerth Purohit,58,Female,2343492424,Nellore,2025-08-15,Bronze
CUST0072,Warjas Shanker,44,Female,+918609053158,Nellore,2024-10-22,Silver
CUST0073,Libni Sinha,33,Female,+915239064772,Nellore,2024-09-05,Bronze
CUST0074,Vincent Shenoy,54,Female,+911645311083,Nellore,2024-05-26,Silver
CUST0075,Isaac Reddy,52,Female,05800343214,Hyderabad,2024-05-21,Bronze
CUST0076,Lekha Goel,21,Female,+915357245381,Hyderabad,2026-02-28,Silver
CUST0077,Kashish Karnik,50,Male,01945722869,Hyderabad,2026-03-11,Bronze
CUST0078,Nirja Sarraf,53,Female,5817022522,Nellore,2026-03-11,Bronze
CUST0079,Onveer Arora,19,Male,01642964036,Chennai,2024-07-02,Silver
CUST0080,Udant Balasubramanian,38,Female,+912172617906,Nellore,2025-03-25,Bronze
CUST0081,Edhitha Contractor,43,Male,04979279727,Hyderabad,2025-05-08,Bronze
CUST0082,Girish Naik,61,Male,+917359080669,Hyderabad,2025-11-16,Silver
CUST0083,Wyatt Kashyap,38,Female,+912331241781,Nellore,2025-11-03,Silver
CUST0084,Ati Balasubramanian,19,Female,05164376178,Nellore,2024-12-25,Bronze
CUST0085,Vidhi Kala,56,Male,4842325047,Nellore,2025-12-02,Bronze
CUST0086,David Nadig,41,Female,1404713013,Nellore,2025-03-23,Bronze
CUST0087,Yug Kadakia,37,Female,0706680430,Hyderabad,2024-08-06,Bronze
CUST0088,Krish Dugar,36,Female,4798229626,Hyderabad,2025-06-02,Gold
CUST0089,Chanchal Edwin,47,Female,0800921302,Nellore,2025-07-10,Silver
CUST0090,Advika Ramaswamy,19,Female,01742112823,Bangalore,2026-02-24,Silver
CUST0091,Pahal Sampath,37,Female,+914682455946,Nellore,2025-12-30,Silver
CUST0092,Inaya Sandal,60,Female,7943710199,Bangalore,2024-10-02,Gold
CUST0093,Shivani Ratti,30,Female,7880919559,Nellore,2024-07-18,Bronze
CUST0094,Anirudh Aggarwal,24,Female,00834448976,Nellore,2025-05-14,Bronze
CUST0095,Oni Acharya,56,Female,04399505128,Chennai,2026-03-25,Bronze
CUST0096,Farhan Din,26,Female,+915028749946,Hyderabad,2025-04-03,Gold
CUST0097,Veer Krishnan,50,Male,06830273805,Nellore,2026-04-04,Bronze
CUST0098,Warhi Thaker,51,Male,+910773076102,Bangalore,2025-11-01,Bronze
CUST0099,Vincent Nagi,36,Male,+915487055265,Nellore,2025-10-18,Gold
CUST0100,Jason Sahni,56,Female,01873289452,Chennai,2024-09-17,Silver
CUST0101,Amaira Chada,25,Male,+910122950327,Hyderabad,2024-06-19,Gold
CUST0102,Qadim Bhardwaj,34,Male,5894816981,Nellore,2025-10-14,Bronze
CUST0103,Ayush Chand,59,Female,+912257833874,Nellore,2025-01-16,Platinum
CUST0104,Raksha Bains,61,Female,+916892770898,Hyderabad,2025-05-16,Bronze
CUST0105,Osha Butala,33,Female,03693066706,Hyderabad,2024-07-13,Silver
CUST0106,Max Suri,53,Male,07110390979,Nellore,2024-08-16,Bronze
CUST0107,Ikbal Mukhopadhyay,22,Female,08378724997,Nellore,2024-09-29,Gold
CUST0108,Urvi Sagar,35,Female,5824606494,Nellore,2025-07-01,Silver
CUST0109,Pratyush Lanka,45,Female,08675359032,Nellore,2025-02-15,Silver
CUST0110,Chakradev Dar,23,Male,09409008264,Chennai,2025-10-04,Bronze
CUST0111,Saumya Sharaf,24,Other,+916685614507,Nellore,2024-06-14,Bronze
CUST0112,Rachana Dubey,54,Male,08745130807,Bangalore,2025-06-20,Silver
CUST0113,Pranav Dhar,36,Female,05110099777,Chennai,2025-02-14,Silver
CUST0114,Maanas Dada,38,Male,+917450592655,Nellore,2024-11-19,Bronze
CUST0115,Tanay Bhakta,18,Female,05237771379,Nellore,2026-01-26,Bronze
CUST0116,Falak Cherian,26,Female,+916682905177,Chennai,2025-03-26,Silver
CUST0117,Indira Balakrishnan,61,Female,+910879809217,Nellore,2025-11-01,Gold
CUST0118,Bhavini Kalita,31,Male,06617762608,Nellore,2025-10-24,Platinum
CUST0119,Noah Kapur,21,Male,+918609526485,Hyderabad,2025-02-13,Platinum
CUST0120,Saumya Chaudhry,23,Female,6209014863,Bangalore,2024-09-11,Silver
CUST0121,Ansh Merchant,46,Female,+916288943584,Nellore,2025-03-11,Silver
CUST0122,Geetika Sane,44,Male,09644184797,Nellore,2025-04-09,Bronze
CUST0123,Rajata Kala,61,Male,+918696605060,Nellore,2024-09-16,Silver
CUST0124,Kavya Jani,33,Female,+914726231758,Nellore,2024-07-31,Bronze
CUST0125,Rachit Toor,44,Female,+915957275157,Bangalore,2025-07-14,Platinum
CUST0126,Zehaan Nazareth,48,Female,7406987819,Nellore,2026-02-28,Gold
CUST0127,Yoshita Palla,48,Female,+918300544037,Bangalore,2025-06-13,Gold
CUST0128,Akshay Kunda,61,Male,+917512055161,Hyderabad,2026-02-19,Bronze
CUST0129,Rachana Shere,60,Male,9859888045,Nellore,2025-05-18,Bronze
CUST0130,Rehaan Kakar,36,Male,09806297458,Bangalore,2024-07-11,Bronze
CUST0131,Nathaniel Mukhopadhyay,44,Female,+916375053323,Bangalore,2025-12-30,Gold
CUST0132,Aditya Sanghvi,55,Female,+912691261013,Nellore,2025-11-30,Bronze
CUST0133,Balveer Agarwal,22,Male,+915000438781,Chennai,2024-08-23,Platinum
CUST0134,Jairaj Sami,64,Female,5667186640,Chennai,2024-11-30,Gold
CUST0135,Pooja Sawhney,56,Female,06011941890,Nellore,2026-03-15,Bronze
CUST0136,Hredhaan Solanki,61,Female,+919367432370,Nellore,2025-06-03,Silver
CUST0137,Rachita Murty,45,Female,03936774417,Nellore,2024-09-11,Silver
CUST0138,Eta De,42,Male,08693317616,Hyderabad,2025-09-05,Gold
CUST0139,Omkaar Sharaf,43,Female,9121186813,Chennai,2025-06-21,Bronze
CUST0140,Abha Ramachandran,27,Female,8723370142,Chennai,2024-10-11,Silver
CUST0141,Ryan Acharya,49,Female,0616290796,Nellore,2024-07-29,Bronze
CUST0142,Ayushman Panchal,35,Female,1147864210,Nellore,2025-01-19,Bronze
CUST0143,Charvi Hayre,58,Female,6339029587,Hyderabad,2024-12-13,Silver
CUST0144,Sai Mohanty,37,Female,8402812454,Chennai,2026-02-13,Gold
CUST0145,Aachal Naidu,28,Male,01593732736,Nellore,2025-01-06,Bronze
CUST0146,Ijaya Chandran,39,Other,03398011593,Nellore,2024-08-10,Bronze
CUST0147,Avi Lad,46,Female,+912841804223,Nellore,2024-11-25,Bronze
CUST0148,Oni Rau,27,Female,+918620715146,Nellore,2024-06-13,Silver
CUST0149,Janya Singh,29,Female,7878359124,Chennai,2025-11-13,Bronze
CUST0150,Fiyaz Vyas,47,Female,09332576451,Nellore,2024-09-03,Bronze
CUST0151,Tanay Ram,29,Female,+916067804110,Nellore,2024-06-30,Bronze
CUST0152,Lopa Kapadia,26,Female,+919554019208,Nellore,2026-02-05,Bronze
CUST0153,Faris Bassi,41,Female,01826662313,Nellore,2024-08-02,Silver
CUST0154,Amrita Sastry,46,Female,9461845727,Chennai,2025-11-27,Gold
CUST0155,Ekanta Kashyap,22,Female,+913529453567,Chennai,2024-09-25,Silver
CUST0156,Gaurav Pall,29,Female,4667285970,Nellore,2025-10-21,Bronze
CUST0157,Indrajit Vohra,45,Female,+912349799495,Nellore,2024-10-19,Silver
CUST0158,Sai Khalsa,20,Female,07406892368,Chennai,2024-11-11,Gold
CUST0159,Keya Kulkarni,41,Female,7370541942,Nellore,2024-12-22,Bronze
CUST0160,Diya Dass,42,Female,+911204666882,Nellore,2025-09-26,Bronze
CUST0161,Shivani Oak,19,Female,+911948265969,Nellore,2025-12-09,Bronze
CUST0162,Dhruv Mangal,26,Male,00668338981,Hyderabad,2025-08-26,Silver
CUST0163,Lohit Sanghvi,53,Female,00555826298,Nellore,2024-06-14,Silver
CUST0164,Upasna Kale,44,Male,+911296694620,Nellore,2025-07-04,Bronze
CUST0165,Bina Dutta,33,Female,05064253339,Hyderabad,2025-04-17,Silver
CUST0166,Harinakshi Gala,36,Other,+912473843113,Hyderabad,2025-01-13,Bronze
CUST0167,Avi Bava,25,Female,+913905355091,Nellore,2024-10-13,Bronze
CUST0168,Zashil Char,29,Female,8761259167,Nellore,2025-01-19,Gold
CUST0169,Mekhala Bhavsar,23,Female,3548474541,Nellore,2025-12-17,Platinum
CUST0170,Dayamai Bandi,26,Female,06422072969,Bangalore,2025-03-26,Gold
CUST0171,Nimrat Tara,54,Female,6964427419,Nellore,2025-04-10,Silver
CUST0172,Damini Kamdar,60,Female,03665444696,Hyderabad,2026-04-04,Bronze
CUST0173,Harsh Nath,52,Female,8804233921,Nellore,2025-06-02,Bronze
CUST0174,Victor Raman,41,Female,03416413592,Nellore,2026-01-01,Silver
CUST0175,Indali Tak,33,Female,+915695074557,Nellore,2024-10-27,Bronze
CUST0176,Logan Kalita,42,Female,2907016451,Nellore,2024-12-29,Bronze
CUST0177,Ikshita Mohan,22,Other,+910355305459,Nellore,2024-09-07,Gold
CUST0178,Rajeshri Borde,32,Female,+911048912597,Chennai,2024-08-31,Silver
CUST0179,Simon Sodhi,40,Female,+914009611370,Nellore,2026-01-27,Gold
CUST0180,Anmol Srinivasan,55,Male,08032072221,Nellore,2025-03-28,Silver
CUST0181,Imaran Ray,60,Female,4165298652,Nellore,2026-03-23,Silver
CUST0182,Jagat Bail,44,Male,02622478046,Nellore,2024-06-10,Silver
CUST0183,Ranveer Cheema,30,Female,9640092104,Nellore,2024-11-09,Gold
CUST0184,Sachi Narasimhan,47,Female,8044064252,Nellore,2026-01-22,Gold
CUST0185,Kamya Patel,37,Male,+914205552406,Nellore,2025-03-06,Bronze
CUST0186,Ishwar Karan,40,Female,09781308982,Chennai,2024-12-29,Silver
CUST0187,Yachana Kant,31,Male,+912637244473,Nellore,2024-11-19,Silver
CUST0188,Warinder Sathe,59,Female,+911921866405,Nellore,2025-03-06,Gold
CUST0189,Lucky Sahni,46,Female,8316049603,Nellore,2026-02-24,Silver
CUST0190,Zilmil Sharaf,45,Female,07782803754,Chennai,2025-08-21,Silver
CUST0191,Triveni Pau,28,Female,03448813673,Nellore,2025-02-25,Silver
CUST0192,Chanchal De,20,Female,7244137145,Chennai,2024-08-23,Gold
CUST0193,Naksh Raja,35,Male,+915485804062,Nellore,2025-04-30,Gold
CUST0194,Bishakha Sant,27,Female,+917129768944,Chennai,2024-05-22,Bronze
CUST0195,Faris Goswami,31,Male,06583999166,Chennai,2024-07-06,Silver
CUST0196,Neel Atwal,48,Female,+914836149666,Nellore,2025-04-18,Bronze
CUST0197,Raagini Raj,29,Male,+914613924170,Hyderabad,2024-10-14,Bronze
CUST0198,Gaurika Khare,39,Male,+910139842518,Nellore,2026-03-22,Silver
CUST0199,Yasti Murty,41,Female,+916316997578,Nellore,2025-09-29,Gold
CUST0200,Utkarsh Bir,60,Female,+913003129730,Hyderabad,2025-03-13,Gold
CUST0201,Saumya Soni,49,Female,+912320947365,Hyderabad,2025-09-18,Silver
CUST0202,Isha Thaman,38,Male,09789728666,Bangalore,2025-12-21,Gold
CUST0203,Harini Sarraf,39,Female,9418716103,Bangalore,2024-06-26,Gold
CUST0204,Kashish Nigam,27,Male,9490655605,Chennai,2024-06-20,Silver
CUST0205,Lohit Kibe,44,Female,02667593208,Nellore,2025-08-29,Bronze
CUST0206,Devansh Palla,54,Female,9025635543,Nellore,2025-08-30,Bronze
CUST0207,Henry Garg,42,Male,6559674370,Nellore,2025-12-15,Bronze
CUST0208,Sachi Kota,50,Female,+915379076975,Nellore,2026-02-17,Bronze
CUST0209,Gaurang Barman,28,Female,+915036271184,Nellore,2025-06-18,Bronze
CUST0210,Fariq Atwal,59,Female,+911988610428,Hyderabad,2024-06-02,Silver
CUST0211,Ridhi Agarwal,18,Female,9332239179,Nellore,2025-11-24,Platinum
CUST0212,Farhan Datta,28,Female,9975524934,Nellore,2024-10-16,Platinum
CUST0213,Yuvraj Kala,41,Female,9807623492,Nellore,2024-07-27,Silver
CUST0214,Luke Oza,30,Male,+911687703742,Nellore,2024-08-15,Bronze
CUST0215,Triveni Roy,20,Female,+915610517162,Hyderabad,2025-08-11,Bronze
CUST0216,Pahal Deep,52,Female,8581311424,Hyderabad,2026-01-04,Bronze
CUST0217,Jeet Basu,37,Female,2825034310,Nellore,2025-04-16,Bronze
CUST0218,Niharika Sanghvi,56,Male,01387766210,Nellore,2025-02-13,Bronze
CUST0219,Oviya Merchant,46,Female,+918492318840,Nellore,2024-06-07,Bronze
CUST0220,Gavin Bath,49,Female,04342589508,Nellore,2025-05-17,Bronze
CUST0221,Isaac Sama,31,Female,3367130344,Nellore,2024-11-04,Bronze
CUST0222,Leena Basak,53,Female,03585670019,Hyderabad,2025-09-29,Bronze
CUST0223,Aryan Agate,25,Female,+912924936964,Chennai,2025-11-30,Gold
CUST0224,Lekha Gour,55,Female,5606009478,Hyderabad,2025-09-30,Bronze
CUST0225,Gabriel Bora,33,Male,+915437609272,Nellore,2025-11-15,Bronze
CUST0226,Ronith Suresh,30,Female,5287197329,Nellore,2026-02-16,Silver
CUST0227,Chameli Sibal,38,Male,+915877599131,Chennai,2024-07-02,Bronze
CUST0228,Laksh Sabharwal,32,Female,+912065258997,Hyderabad,2024-07-07,Bronze
CUST0229,Leela Ray,45,Female,+913409412925,Hyderabad,2026-03-26,Bronze
CUST0230,Ishita Kale,33,Male,+910052220243,Chennai,2026-03-17,Bronze
CUST0231,Yashoda Singh,57,Female,3921899442,Chennai,2024-08-15,Silver
CUST0232,Akshay Dube,38,Female,4731942865,Nellore,2025-01-29,Silver
CUST0233,Rayaan Anand,46,Female,4107034872,Nellore,2025-09-29,Gold
CUST0234,Tripti Kanda,62,Female,9639679848,Nellore,2024-07-28,Bronze
CUST0235,Ishita Kannan,19,Male,03703159354,Nellore,2024-05-17,Silver
CUST0236,Aarush Sibal,33,Female,05938933987,Hyderabad,2025-10-07,Gold
CUST0237,Ranbir Bhatia,30,Female,01758885873,Nellore,2024-07-23,Gold
CUST0238,Zehaan Char,57,Female,00184192491,Hyderabad,2025-12-30,Silver
CUST0239,Gaurav Sastry,29,Male,+919683267194,Nellore,2024-11-22,Bronze
CUST0240,Ijaya Dar,42,Female,+910274812446,Nellore,2024-09-17,Silver
CUST0241,Chavvi Zachariah,24,Female,05980700088,Nellore,2024-12-08,Bronze
CUST0242,Yutika Pandit,33,Female,09119190204,Chennai,2025-04-24,Bronze
CUST0243,Ikshita Loke,43,Female,6825137980,Hyderabad,2026-02-28,Gold
CUST0244,Gabriel Raju,50,Female,07724675635,Nellore,2024-05-20,Bronze
CUST0245,Vansha Mutti,44,Female,8613966515,Nellore,2024-09-12,Silver
CUST0246,Oscar Chander,35,Male,08122580566,Nellore,2025-09-03,Bronze
CUST0247,Reyansh Doctor,50,Female,+916474968730,Hyderabad,2024-11-24,Bronze
CUST0248,Bakhshi Swaminathan,32,Male,+910971150784,Chennai,2025-08-25,Silver
CUST0249,Elijah Shanker,33,Female,8722494627,Nellore,2026-03-24,Bronze
CUST0250,Jack Varty,59,Female,0374106352,Bangalore,2026-03-12,Bronze
CUST0251,Anthony Balasubramanian,29,Female,02886560244,Chennai,2025-02-28,Silver
CUST0252,Mugdha Batta,54,Female,07778282996,Hyderabad,2025-03-20,Gold
CUST0253,Chanchal Chatterjee,32,Female,+914707984367,Nellore,2024-10-24,Platinum
CUST0254,Max Dara,60,Female,05040163033,Chennai,2026-03-30,Gold
CUST0255,Rachana Salvi,29,Female,0458670506,Bangalore,2024-06-10,Bronze
CUST0256,Garima Arora,48,Female,+910859620887,Bangalore,2025-04-10,Platinum
CUST0257,Laban Balasubramanian,60,Female,06198753131,Chennai,2024-06-11,Gold
CUST0258,Urvi Chawla,34,Male,01961614164,Nellore,2025-01-08,Silver
CUST0259,Gaurangi Dyal,31,Female,07931589346,Nellore,2025-07-21,Silver
CUST0260,Nimrat Morar,35,Male,06861716085,Nellore,2026-02-16,Bronze
CUST0261,Priya Sandhu,42,Male,+919136444649,Nellore,2024-12-11,Silver
CUST0262,Dominic Ranganathan,58,Female,01100742401,Nellore,2025-01-10,Bronze
CUST0263,Maya Badami,57,Female,01761564434,Chennai,2025-02-06,Silver
CUST0264,Ayush Ramesh,60,Male,+912627275559,Bangalore,2024-12-30,Bronze
CUST0265,Avni Doshi,52,Female,09181140021,Nellore,2026-01-31,Silver
CUST0266,Elijah Rastogi,57,Other,04713642168,Chennai,2025-12-04,Bronze
CUST0267,Amol Goswami,38,Male,+912309738704,Nellore,2025-08-06,Bronze
CUST0268,Krishna Narang,36,Female,+914936113147,Nellore,2025-09-29,Bronze
CUST0269,Harshil Virk,21,Female,6362923832,Bangalore,2026-02-13,Bronze
CUST0270,Divya Sura,37,Female,05575583896,Nellore,2024-05-15,Gold
CUST0271,Aadi Ghose,53,Female,7874643017,Nellore,2024-07-15,Gold
CUST0272,Anthony Singh,60,Female,0911374206,Hyderabad,2026-01-11,Bronze
CUST0273,Samuel Ravel,63,Female,+916346752277,Bangalore,2024-11-29,Silver
CUST0274,Advaith Modi,45,Female,6166410406,Nellore,2025-05-15,Bronze
CUST0275,Yamini Mammen,31,Female,+915065937773,Chennai,2024-06-30,Bronze
CUST0276,Chaman Andra,22,Male,+915816573139,Chennai,2025-05-02,Gold
CUST0277,Nachiket Suresh,64,Female,+918967410909,Nellore,2025-02-25,Silver
CUST0278,Anirudh Patel,48,Female,+916434729235,Chennai,2025-10-26,Bronze
CUST0279,Lakshit Bali,31,Female,7603904433,Hyderabad,2025-06-11,Silver
CUST0280,Chaman Tak,24,Male,+914177689058,Nellore,2024-08-23,Bronze
CUST0281,Vasana Thaman,58,Male,+918567159551,Chennai,2025-11-11,Gold
CUST0282,Janya Ramachandran,47,Female,7653964130,Nellore,2025-01-22,Bronze
CUST0283,Ridhi Rao,36,Female,3698332096,Chennai,2024-11-23,Bronze
CUST0284,Tripti Parmar,23,Female,+916385407002,Hyderabad,2025-08-05,Bronze
CUST0285,Aishani Bhatt,56,Female,05926697401,Nellore,2025-09-01,Silver
CUST0286,Imaran Ratta,55,Female,+915651359891,Hyderabad,2024-07-10,Silver
CUST0287,Bakhshi Jaggi,32,Male,+917409168799,Chennai,2025-07-22,Silver
CUST0288,Hitesh Narula,56,Male,+916015482028,Chennai,2024-10-13,Gold
CUST0289,Udant Ahluwalia,48,Female,7305801619,Hyderabad,2026-03-22,Silver
CUST0290,Baljiwan Karnik,28,Male,+912159783424,Chennai,2025-07-28,Bronze
CUST0291,Ekbal Tailor,55,Female,9958152707,Nellore,2024-05-29,Silver
CUST0292,Eiravati Panchal,28,Male,07206309817,Chennai,2025-07-16,Silver
CUST0293,Dominic Biswas,18,Female,+913990977663,Hyderabad,2025-10-04,Platinum
CUST0294,Andrew Gupta,46,Female,1421577294,Hyderabad,2024-07-10,Silver
CUST0295,Gautami Sachdev,52,Female,7750361868,Chennai,2024-12-10,Silver
CUST0296,Nitara Borde,61,Female,+919933307441,Hyderabad,2025-03-08,Gold
CUST0297,Faraj Kaur,25,Male,+915298988586,Hyderabad,2025-12-20,Bronze
CUST0298,Isha Desai,34,Male,03896227707,Nellore,2025-03-11,Silver
CUST0299,Ethan Bir,35,Female,+914833094279,Nellore,2025-09-06,Gold
CUST0300,Nitara Ratta,62,Male,5453534376,Chennai,2024-07-28,Bronze
CUST0301,Xiti Bhakta,51,Female,09984132177,Nellore,2024-09-13,Bronze
CUST0302,Patrick Patil,40,Male,+910310746181,Hyderabad,2024-06-15,Bronze
CUST0303,Aarnav Mand,33,Other,7061513456,Nellore,2025-11-01,Bronze
CUST0304,Champak Barman,29,Male,08990822374,Hyderabad,2024-06-17,Bronze
CUST0305,Panini Soni,24,Female,1963969677,Hyderabad,2024-11-20,Bronze
CUST0306,Raksha Nanda,61,Female,05472165386,Nellore,2025-12-08,Gold
CUST0307,Pranit Chadha,38,Female,0990058174,Nellore,2026-01-03,Bronze
CUST0308,Dominic Singh,62,Female,9888340296,Chennai,2024-12-08,Bronze
CUST0309,George Dixit,30,Female,+915703145385,Hyderabad,2024-11-07,Bronze
CUST0310,Jai Sridhar,57,Female,+917650155752,Bangalore,2025-01-18,Bronze
CUST0311,Chaitaly Borah,57,Male,2345352247,Chennai,2025-06-19,Gold
CUST0312,Hiral Kothari,51,Female,+912508981259,Nellore,2024-10-21,Bronze
CUST0313,Lakshit Gola,59,Female,+911801683335,Chennai,2024-09-23,Bronze
CUST0314,Tara Muni,26,Female,00974138139,Hyderabad,2025-10-14,Bronze
CUST0315,Manan Mitter,30,Female,+917712476176,Nellore,2025-01-20,Silver
CUST0316,Nicholas Mani,32,Male,00364318223,Nellore,2024-08-22,Bronze
CUST0317,Lekha Ramakrishnan,18,Female,06980858301,Nellore,2025-11-12,Bronze
CUST0318,Dipta Rai,45,Female,06874528194,Hyderabad,2025-03-03,Gold
CUST0319,Baghyawati Upadhyay,52,Female,+914701973711,Nellore,2026-03-20,Bronze
CUST0320,Jagdish Chad,31,Other,+910013106652,Nellore,2024-05-16,Bronze
CUST0321,Vyanjana Walia,45,Male,+910151151235,Hyderabad,2025-12-20,Bronze
CUST0322,Yuvraj Balasubramanian,34,Female,1537882487,Nellore,2025-10-11,Bronze
CUST0323,Amara Andra,20,Female,01376703501,Nellore,2024-05-04,Bronze
CUST0324,Michael Sur,43,Female,+916879521639,Chennai,2025-04-19,Bronze
CUST0325,Nachiket Chhabra,29,Female,1902475790,Hyderabad,2024-07-13,Silver
CUST0326,Upma Rege,20,Male,+910188327417,Nellore,2025-07-16,Silver
CUST0327,Dayita Bhakta,49,Male,03604381530,Chennai,2024-11-25,Gold
CUST0328,Zilmil Memon,35,Male,09266922204,Nellore,2025-05-15,Gold
CUST0329,Darpan Dara,43,Male,0558633903,Nellore,2024-08-04,Silver
